Constant E,Cliff,15,0.3,0.05,30000
Constant E,Cliff,15,0.3,0.05,30000
Constant E,Cliff,17,0.3,0.05,30000
Constant E,Cliff,13,0.3,0.05,30000
Constant E,Cliff,11,0.3,0.05,30000
Constant E,Cliff,15,0.3,0.05,30000
Constant E,Cliff,13,0.3,0.05,30000
Constant E,Cliff,15,0.3,0.05,30000
Constant E,Cliff,11,0.3,0.05,30000
Constant E,Cliff,11,0.3,0.05,30000
Constant E,Cliff,13,0.3,0.05,30000
Constant E,Cliff,15,0.3,0.05,30000
Constant E,Cliff,17,0.3,0.05,30000
Constant E,Cliff,15,0.3,0.05,30000
Constant E,Cliff,11,0.3,0.05,30000
Constant E,Cliff,15,0.3,0.05,30000
Constant E,Cliff,13,0.3,0.05,30000
Constant E,Cliff,13,0.3,0.05,30000
Constant E,Cliff,11,0.3,0.05,30000
Constant E,Cliff,11,0.3,0.05,30000
Constant E,Cliff,20,0.3,0.05,30000
Constant E,Cliff,11,0.3,0.05,30000
Constant E,Cliff,13,0.3,0.05,30000
Constant E,Cliff,13,0.3,0.05,30000
Constant E,Cliff,11,0.3,0.05,30000
Constant E,Cliff,17,0.3,0.05,30000
Constant E,Cliff,13,0.3,0.05,30000
Constant E,Cliff,15,0.3,0.05,30000
Constant E,Cliff,11,0.3,0.05,30000
Constant E,Cliff,17,0.3,0.05,30000
Constant E,Cliff,13,0.3,0.05,30000
Constant E,Cliff,13,0.3,0.05,30000
Constant E,Cliff,13,0.3,0.05,30000
Constant E,Cliff,13,0.3,0.05,30000
Constant E,Cliff,13,0.3,0.05,30000
Constant E,Cliff,13,0.3,0.05,30000
Constant E,Cliff,17,0.3,0.05,30000
Constant E,Cliff,11,0.3,0.05,30000
Constant E,Cliff,13,0.3,0.05,30000
Constant E,Cliff,17,0.3,0.05,30000
Constant E,Cliff,13,0.3,0.05,30000
Constant E,Cliff,15,0.3,0.05,30000
Constant E,Cliff,13,0.3,0.05,30000
Constant E,Cliff,13,0.3,0.05,30000
Constant E,Cliff,13,0.3,0.05,30000
Constant E,Cliff,11,0.3,0.05,30000
Constant E,Cliff,13,0.3,0.05,30000
Constant E,Cliff,17,0.3,0.05,30000
Constant E,Cliff,15,0.3,0.05,30000
Constant E,Cliff,17,0.3,0.05,30000
Constant E,Cliff,13,0.3,0.05,30000
